,textID,tweet_text
21,1576042580659224576,"RT @mae_rusia: 💬 Vladímir Putin: Los países occidentales dicen que llevan la libertad y democracia a otras naciones, pero es al revés. En l…"
22,1576042581019934720,RT @SamRamani2: BREAKING: Britain imposes sanctions on 700 goods that are critical for Russia's industrial and technological capabilities
23,1576042581179666432,"RT @MavkaSlavka: First they came for Crimea, and I did nothing—because I had not heard of Ukraine.
Then they came for Donbas, and I did not…"
24,1576042581305085952,На каждую хитрую моГилизацию есть HIMARS с шариками. https://t.co/8ArWx5TeXo
25,1576042582106607616,RT @dawnseeker556: ウクライナもハンガリーがウクライナのNATO加盟に拒否を示すのはわかっているはず。NATO加盟はNATO加盟国全ての賛成が必要なので。ハンガリーがウクライナNATO加盟を阻む可能性が高く、スウェーデンとフィンランドのNATO加盟のトルコと違…
26,1576042581389369345,@UkraineStand 🤣🤣🤣🤣 BHL seras la ? Devant avec sont costume et ça chemise 🤣🤣.. allez en bus en Ukraine 🇺🇦 marchez là bas au cotez de Zakensky parce-que à paris  vous serez 30 avec 700 CRS qui vont vous protéger au moins la manif auras l’air d’être grandiose . En marche pour le Nazisme … https://t.co/bDSNAhL2ce
27,1576042582286561280,"RT @Ukraine: Six obvious truths:

1. Luhansk region is Ukraine
2. Donetsk region is Ukraine
3. Zaporizhzhia region is Ukraine
4. Kherson re…"
28,1576042582379229184,"🎀🎎🎊 Sssttt ... Must Know Earn Money FAST Click: https://t.co/AzaFzYl8Wv

平田退団 #FIFA23 NATO 運動会日和 Burkina Faso #doggy 車両故障
#lestikejora Business #ShopeeID Income #NFT Profit #quote Messi #NFTCommunity #LoveIsland Money Love 45

Support↕️https://t.co/auVzyY9KYs"
29,1576042581934628864,"@mfMorten @oleksiireznikov Forsvaret har så travlt med Ukraine at @ForsvarsminPers lige har send mig et brev om at ""Uforudsigelige omstændigheder"" desværre gør at min pension sag heller ikke bliver færdig i år . 

De nemlig i England for at unge Ukrainer også kan få PTSD. 

Og 425 i omkring, marts 2047 ?"
30,1576042582609518592,"RT @SergiyKyslytsya: Putin’s illegal annexation speech, in which among many malarkey he called international law ""rigged &amp; deceitful rules""…"
31,1576042582660239362,"Putin , like Trump is a narcissist #LastWord"
32,1576042583066697728,"RT @EvanMcMullin: Here's the short list of what Mike Lee has voted NO on:
 
❌ Investing in our infrastructure
❌ Delivering assistance to Uk…"
33,1576042583293206528,@KatiPiri Jullie zijn staatsgevaarlijk en maken Putin gevaarlijker dan hij is!
34,1576042583356149761,"RT @latvijas_vate: 1939 — Попытка захвата Финляндии 
1940 — Оккупация стран Балтии
1956 — Венгрия
1968 — Чехия
1980 — Афганистан
1992 — При…"
35,1576042583637098497,"RT @bubulaboo: Women in Iran are burning their headscarves.
Women in Russia are screaming at police.
Women in Ukraine are comprising 25% of…"
36,1576042584576733184,#LIVE - PUTIN ANEXOU FOI POUCO https://t.co/BMtV2kVQOL via @YouTube
37,1576042584669319168,"RT @EmbajadaRusaES: ⚡️⚡️⚡️⚡️⚡️⚡️⚡️
¡El Presidente de Rusia, Vladímir Putin, ha firmado los acuerdos sobre la incorporación de cuatro nuevas…"
38,1576042584685694976,"RT @Ukraine: Six obvious truths:

1. Luhansk region is Ukraine
2. Donetsk region is Ukraine
3. Zaporizhzhia region is Ukraine
4. Kherson re…"
39,1576042584941596673,"RT @CitlaCarvajaI: Dicen los chairos👇
Que la interpol, La CIA, la KGB, los Hackers Guacamayas, y la oposición real en México, todos son lid…"
40,1576042584945803265,RT @new27brigade: 9/30. 澤倫斯基對外宣布，簽署加入北約的申請書，普丁併吞領土的作為讓烏克蘭直接攤牌，申請加入北約手段直接反制普丁的操作
41,1576042585235554304,"RT @ChuckPfarrer: BREAKING: After Putin's unilateral declaration of the annexation of occupied Ukraine, President Volodymyr Zelensky has an…"
42,1576042585184825344,"RT @MumbaichaDon: President Putin has Officially signed ANNEXATION of 4 Ukraine Occupied Region (Biggest Land Grab since WW II).

Putin cal…"
43,1576042585298280450,RT @nelvaldez: OJO con lo que pasa del otro lado del mundo... Ucrania reaccionó hoy firmando una petición urgente de ingreso a la OTAN debi…
44,1576042585415553024,RT @TeiichiAoyama: 以下は昨日のプーチン大統領による歴史的大演説の全文日本語訳です。ぜひ、お読みください。青山貞一https://t.co/8VVQvHuJ2T https://t.co/sS5BC9NJHs
45,1576042585692704768,"RT @LPNH: Any Congress member who votes in favor of Ukraine joining #NATO is a traitor and should be treated as such. 

#NoWarWithRussia"
46,1576042585898258434,RT @greg_price11: Ukraine joining NATO means the U.S. and every other western country is in direct military conflict with Russia. Nuclear a…
47,1576042585860153344,RT @HeerJeet: Mood. (Russian officials listening to Putin saying West created precedent by bombing Hiroshima and Nagasaki) https://t.co/LbH…
48,1576042585986334720,RT @EndGameWW3: Update:  The US delegate to the Security Council: NATO member states will take a decision on Ukraine's request to join the…
49,1576042586388647936,"RT @gageduse: @wlkrham @MikeEdm61246000 @WallStreetSilv biden is LENDING them our outdated weapons, that will likely be paid back via food…"
50,1576042586791288835,"RT @TheRickWilson: For y'all coming in later, this is the tweet Putin's little minions at @CPAC deleted: https://t.co/lo1YRjA497"
51,1576042586589962241,"You're wrong saying it this way ,I believe most real Americans see both as enemies to America and the American people ,  only difference is Biden has done more while in the white house to hurt the United States than Putin has, Biden the destroyer https://t.co/iPByLuJ6p3"
52,1576042587131371520,"RT @Gerashchenko_en: A person comes out of the hall with a quick recap of Putin's speech.

Putin empowered and inspired everyone. https://t…"
53,1576042587101741056,"RT @RepThomasMassie: Congressional leaders put funding for EVERYTHING in one bill, so if anyone votes no (for instance because they don’t b…"
54,1576042587190071296,"RT @MFA_Ukraine: 🇺🇦 #Crimea is Ukraine. #Donetsk is Ukraine. #Kherson is Ukraine. #Luhansk is Ukraine. #Zaporizhzhia is Ukraine.

Nothing c…"
55,1576042587525648387,RT @NavroopSingh_: All roads to Moscow are now closed &amp; this is how militarisation of Europe begins while being de-industrialised to limite…
56,1576042587722424320,"RT @fedegarciarjona: Al fin están apareciendo las llaves de la guerra en Ucrania. 
Lo que querían era poner de carne de cañón a los ucrania…"
57,1576042588054118400,"@GordinSuzie https://t.co/KSYjcdUwGy FBI monitored a Russian #MoneyLaundering ring @ 63A — 3 floors below Trump's penthouse.
FBI Indicted 30, plus one mafia boss, Alimzhan Tokhtakhounov, who fled &amp; later joined Trump @ VIP section, Russian Miss Universe. #GOPerps"
58,1576042588078886912,Compares to a Nazi gathering prior and during WW2. They are basically celebrating death and destruction. https://t.co/2V4Cvm4wpE
59,1576042588209315840,"RT @The5HbK: As part of the autumn draft in #Russia, 120,000 people will be drafted. https://t.co/4qcXZuZM7i"
60,1576042588192538624,"RT @ClimateAudit: @Peoples_Pundit this is excellent point. While many people in west automatically sneer at 90+% vote in referendums, as Ba…"
61,1576042588359925761,"RT @politblogme: Technical issues during the broadcast of Stoltenberg press briefing. 

Putin: “Победа будет за нами”. (Victory will be our…"
62,1576042589039443968,"RT @Jano661: 【イタズラ】ゼレたんNATO申し込み記念

4州を取られて考えたゼレたん。
思いついたのがNATO申し込み！
プリントアウトした紙になんか書いてたので適当に字幕を付けました。
https://t.co/x5cuDyAjFV https://t.co/R…"
63,1576042589056208896,RT @karategin: プーチンが移民の露国籍取得手続きを簡略化する新法に署名。それによると、一年以上の契約で軍に入隊し半年以上実戦に参加した者は国籍取得可。戦闘で負傷もしくは障碍を負った者には戦闘参加が半年未満でも国籍授与。もし戦死した場合は、その親族が国籍を取れる権利…
64,1576042589702144004,"RT @Jjlopez_almejo: 🔴 #Putin eleva la apuesta:

✍️ Formaliza #ANEXIÓN de las 4 provincias ucranianas, ahora, rusas. 
✍️ #EEUU anuncia un pa…"
65,1576042589857677313,"RT @UKR_token: #Putin firmó un decreto sobre el servicio militar obligatorio de otoño, según el cual se convocará a 120 mil personas."
66,1576042590062845952,RT @mrsorokaa: UKRAINE OFFICIALLY APPLIES FOR NATO MEMBERSHIP
67,1576042590532554753,@MayraFlores2022 At the point Russia leaves
68,1576042591144902656,"RT @MayoIsSpicyy: If you stand with Putin, then we know where you would’ve stood with Hitler."
69,1576042591191113728,RT @NoLieWithBTC: Putin is now repeating the exact same anti-LGBT propaganda that Republicans spew.
70,1576042591316955136,"RT @DefenceU: The world had a chance to stop this insanity in 2008 when Ukraine could have been granted a NATO Membership Action Plan.
The…"
71,1576042591925448704,"RT @MarcinBosacki: Putin:
Nasz kraj nie będzie kolonią Zachodu!
Zachód nie będzie nam narzucał modelu demokracji!
Zachód nie będzie nam mów…"
72,1576042592071917569,RT @JackPosobiec: Jack Posobiec: Putin Is Not Bluffing On Threat To Use Nuclear Weapons Citing US Precedent From WW2 https://t.co/BmVR6eQZbg
73,1576042592403267585,RT @TheRickWilson: I'm entirely unshocked that @CPAC has gone full Putin.
74,1576042592482971648,RT @Amie_FR: Russians are sending men without dog tags to Ukraine. So Zelensky is asking them to tattoo their names on their bodies “so we…
75,1576042592961064960,"RT @IracundoIsidoro: Acabo de ver completo el discurso de Putin en la ceremonia de anexión de los territorios ucranianos liberados.

El dia…"
76,1576042593367904256,"RT @EWErickson: They aren't ""Ukrainian-occupied territories.""  They are Ukrainian territories.  Is CPAC getting under-the-table funding fro…"
77,1576042594622009344,"RT @soledadobrien: This was the @CPAC tweet before they deleted it, just fyi. https://t.co/EQJyYgwitG"
78,1576042594957611009,"RT @amhfarraj: امريكا تعلنها👇: "" عضوية اوكرانيا في حلف الناتو سيتم النظر بها في وقت آخر فالتركيز حاليا هو على هزيمة اوكرانيا لروسيا وليس عل…"
79,1576042595318657024,"RT @SvobodaRadio: Путин: Призываем киевский режим прекратить огонь и вернуться за стол переговоров, но выбор народа в Донецке, Луганске и Х…"
80,1576042595305652225,"RT @aaronjmate: NYT: With a new $12.3 billion OK'd, ""Congress has now committed more military aid to Ukraine than it has to any country in…"
81,1576042595348025345,"RT @NOUREEN_SHIRAZ: ¡Tengan todos un lindo fin de semana! 

💃🌞☺🍺🍿🍩🍕 #HappyWeekend 

#Russia #Donbass #Katyusha #Катюша #Rusia #China #Iran…"
82,1576042595402145792,RT @rebelyell420: @BhadraPunchline Putin might singlehandedly led the collective world to end the remaining bit of Western colonialism and…
83,1576042595309875200,@RSBNetwork Donald J. Trump is a lifelong criminal presiding over the most corrupt administration in history and commiting treason by working in behalf of Russia.
84,1576042595486437377,RT @KsaKsa09190685: How much lives is enough for the #UNSC #UNGA @UNGeneva @IntlCrimCourt @CIJ_ICJ @POTUS @UKHouseofLords @NATO @GGCanada @…
85,1576042595683557376,RT @nexta_tv: The Wall Street Journal published a video about the work of MLRS #HIMARS in #Ukraine. https://t.co/cyfUCSxXiR
86,1576042595842945024,"@ErikvdHeeg @chrisjpj1977 @squatsons Being a Swedish Faux Horse rider &amp; thinking you know everything about about Russia is about as Asinine as thinking Ukraine is Winning!😂

Now we're back to YOU being the Fool Clown you call me. You're falling for FAKE M$M I'll bet you believe Little Gretta on Global Warming 2!😏"
87,1576042596434325505,"@IAPonomarenko @MalcolmNance Tired: pocket
Wired: window

Ukrainian forces forcibly grouped RU defenders in the Lyman window and are preparing to chuck them out."
88,1576042596736303105,"@ABaerbock Ihnen sollte man den Mund verbieten ! Sie gehören eingesperrt, glauben Sie das eine Wasserstoffbombe nur die Ukraine trifft ? Die Luftgrenze wird natürlich die atomare Verseuchung aufhalten !
Weiter so Frau Böckchen ! 🤔😎😂🤣😜🤪"
89,1576042596710817792,It's not up to you https://t.co/w0682iY82J
90,1576042597214466053,"RT @MayraFlores2022: Congress just voted to send another $12,300,000,000 to Ukraine! 

At what point do you say enough is enough? 

Why are…"
91,1576042597251809280,RT @AncientDays1: https://t.co/NjFyn9YttY
92,1576042597335769088,"RT @killercantseeit: Texans have no border, Californians have no electricity and Mississippians have No clean water but Ukraine has 50 Bill…"
93,1576042597579038721,RT @DanRather: Can we talk about the Americans who see Putin as the ally and Biden as the enemy?
94,1576042597528674305,@haberinolsun___ @_______duygu Zelensky abd nin kucağında kalktığı gün Ukrayna halkı bulur. Kucağa oturup meydan okuyacaksın yok öyle bir dünya
95,1576042597478342656,"RT @Soloda12: The fact on the ground shows there is a Genocide in tigray. 
#TigrayGenocide 
There is no food children are dieing. 
There is…"
96,1576042598195941376,"RT @joncoopertweets: If you support Putin, you should be BANNED from running for political office.

END OF STORY."
97,1576042598103293952,RT @irishmissionun: 🚨The #SecurityCouncil voted today on a draft resolution condemning the illegal annexation of yet more Ukrainian territo…
98,1576042598359527424,"RT @VanessaOrtizz: ¡Llamen a sus amigos y díganle que comienza el discurso de Putin, el creador del Nuevo Orden Mundial! https://t.co/RbHyA…"
99,1576042598266961922,"RT @vaioantunez: ""Fallo técnico o jakeo del sistema"" Stoltenberg es sacado del aire momentáneamente y entra la celebración de Putin con el…"
100,1576042598443061249,"RT @Den_2042: If you ever wondered how Fascism looks and feels like, that’s how. 
Moscow, tonight. 
https://t.co/hCmvzFnZvM"
101,1576042598510530561,RT @SamRamani2: BREAKING: Britain imposes sanctions on 700 goods that are critical for Russia's industrial and technological capabilities
102,1576042598552072192,@EWErickson @CPAC Republican Putin lovers.
103,1576042598640234498,"RT @hoje_no: Zelensky segurando o pedido de adesão ""urgente"" da Ucrânia na OTAN assinado agora a tarde. Disse ainda: ""não irei negociar c/P…"
104,1576042598858633216,"RT @Heroiam_Slava: Along Lyman and Drobyshevo, the Russians have abandoned their equipment and are running through the forests. ✙ #Ukraine…"
105,1576042598866690049,"RT @sovietvisuals: ""Gray hair bear"". Excerpt from 1988 Soviet animated film. https://t.co/C84sfPpR0R"
106,1576042599223173120,RT @suthichai: ⚡️BREAKING: ยูเครนสมัครเป็นสมาชิก NATO อย่างเป็นทางการหลังปูตินลงนามผนวกดินแดนยูเครน!
107,1576042599206424579,"RT @HadiNasrallah: The US to Hong Kong and Taiwan: “We stand with the people’s right of self determination”.

The US to Luhansk, Donetsk, K…"
108,1576042599387103233,@the_sailor_dog Maybe we should send that news desk to Moscow
109,1576042599601049601,"RT @wallacemick: NATO is loving Ukraine War. Survey shows vast majority of #EU citizens want Peace, rather than promote a War to punish Rus…"
110,1576042599529426945,"On this, I’m with #Putin https://t.co/s1BSkTKPnJ"
111,1576042599739437056,RT @Partisangirl: Putin’s speech: He asked Russian people if they want to live in a country where mother and father become parent 1 and par…
112,1576042599726477313,"@FrederickNietz5 I agree to putin’s statements for he is not wrong that one, and yes I agree that putin is a anti-christ for being allies with the islamic states who are more anti christ, anti jews and anti apostates or atheist. Islamic states governments mostly follow their quran"
113,1576042599885852672,RT @B52Malmet: @DanRather @waketfuamerica The Republicans in power who praise Putin and the Rupert Murdoch stooges who push the Kremlin’s p…
114,1576042598560845824,"Mick Wallace MEP to the #EU parliament: ""#NATO is not a defense alliance, it's a war machine. Ask the people of Afghanistan, Iraq or Libya."" https://t.co/cyxbmSmRDT"
115,1576042600070381569,"RT @AGHamilton29: Putin hasn't changed. From the very start he was a guy obsessed with reconstituting the Soviet empire, blamed the US for…"
116,1576042600154660864,RT @JoeTrippi: CPAC raises the Russian flag and salutes Putin what more do you need to know…
117,1576042601312301056,RT @KyivIndependent: ⚡️ Ukraine’s military destroys Russian equipment in southern Ukraine.
118,1576042601278410752,"RT @KhersonFrom: 1778: Kherson founded by 🇷🇺
1922: Becomes part of USSR
1991: Finds itself in independent 🇺🇦
2022: Kherson returns to 🇷🇺 ht…"
119,1576042601459126272,RT @McFaul: Putin today wants you to forget that an overwhelming majority -- 92.3%. -- of Ukrainian voters supported a referendum on indepe…
120,1576042600905129984,"@SarahHuckabee @GOPGovs Didn't you spend a lot of time lying for that one dude? That dude who accepted foreign interference in elections, extorted Ukraine, porn payments, claimed US elections rigged, Jan 6, overthrow election results, steal govt docs, obstruct, life of full of fraud, &amp; so much more https://t.co/ghGqS8MsDa"
121,1576042601983377408,RT @LuciaFoxx75: Love suck Big cock https://t.co/DUr5SlTFs8 #HocusPocus2 #RingsofPower #Ukraine #PonniyinSelvan https://t.co/Bk7U5yRIYX
122,1576042602012454912,"RT @MeidasTouch: Take note of all the Republicans who are siding with Russia and assisting Putin with his disinformation warfare.

They are…"
123,1576042602243072000,RT @joncoopertweets: Anyone who’s been paying attention shouldn’t be surprised that MAGA Republicans are already lining up to condemn Ukrai…
124,1576042602537058304,"#Bloomberg #Fitch #WhiteHouse #GoldmanSachs #moodys #Reuters #worldnews #WEF #UnitedKingdom #Europe #CNN #BBC #Financial #NASDAQ100 #DowJones #forex #Currency #Dollar #USSenate #America #IMF #NATO #CIA #Reuters #washingtonpost 
PAKISTAN ALWAYS PLAYED DOUBLE-GAME WITH #USA . https://t.co/CYSHeYIukv"
125,1576042602843209729,"RT @KonstantinKisin: I wish every single person in the West would listen to Putin's speech. Obviously, that won't happen so let me summaris…"
126,1576042603082321920,RT @ANI: India abstains from a resolution condemning referendums in Ukraine at United Nations Security Council (UNSC) https://t.co/Sqt0I342…
127,1576042603002241026,@RussianEmbassy @KremlinRussia_E @mfa_russia @RusembUkraine @BBCWorld @SkyNews @ftworldnews @guardianworld @TelegraphWorld @NewStatesman @REESOxford Kyiv destroyer of rusty armies
128,1576042603216515073,"RT @riru34_2nd: イタズラ字幕付き！🤣🤣
それにしてもCG感強め‼️w"
129,1576042603702722560,"RT @RepThomasMassie: Congressional leaders put funding for EVERYTHING in one bill, so if anyone votes no (for instance because they don’t b…"
130,1576042604034023425,RT @rocha_earl: @NoLieWithBTC @MeidasTouch Republicans are very good at telling us who they are and who they support. I mean come on man. C…
131,1576042604260511744,"RT @aaronjmate: NYT: With a new $12.3 billion OK'd, ""Congress has now committed more military aid to Ukraine than it has to any country in…"
132,1576042604311220224,"RT @jerry_kidus: @World how could you stay silent while Tigrayans are turned in to ashes by Abey's drone??

Why do world turn its back on T…"
133,1576042604310863874,RT @DanielsonKassa1: De facto new border of Russia with Ukraine. https://t.co/eQuQQOfiiM
134,1576042604655169536,RT @dcexaminer: Putin accuses US and its allies of sabotaging Nord Stream pipelines https://t.co/ZCK7gockZ6
135,1576042604617076736,RT @EliasTeame: 🚨Both #Abiy &amp; #Isaias  have shown the world their true colors by bombing civilian in #Tigray defending Russia’s invasion of…
136,1576042604528967682,"I can't verify the authenticity, but if authentic, there doesn't appear to be much excitement for the Kremlin shit show.

""Luhansk on the theater square is not very crowded"" https://t.co/nzOUtmikJi"
137,1576042604890042368,Biden signs stopgap spending Bill with $17.6b in aid to Ukraine https://t.co/k4nLF1nrPU
138,1576042605137125377,RT @NikaMelkozerova: Remembering Merkel today. How she said she was not sorry for her decision to block Ukraine from NATO in 2008. Everyone…
139,1576042605300764673,RT @DanRather: Can we talk about the Americans who see Putin as the ally and Biden as the enemy?
140,1576042605288136705,"RT @JuliaDavisNews: CPAC deleted it, but Twitter remembers.
https://t.co/JM1Aa6Qg1f https://t.co/NGpPhZvW5N"
141,1576042605468524544,RT @Rschooley: Seems to be diminishing returns on Putin's investments here.
142,1576042605531795456,どうなるのだろ。。。 https://t.co/3KwAfPXI24
143,1576042605569183744,"- Gedung Putih,
""Tidak ada Ukraina dalam aliansi NATO untuk saat ini""

Badut Zelensky terdiam sesaat, dan mencoba tertawa dalam hening 🤣"
144,1576042605879574529,"may kalain man pero di pud nato ma blame ang ferson,, so fordago"
145,1576042606102216704,"RT @GeromanAT: Russia did not lose ""the West""
The West lost Russia - and even the latest idiot will find that out very soon - especially th…"
146,1576042605917327360,"@stephanegaddis @JackPosobiec Russia has always been used to terrorize Americans.  What has Russia done to the US since WWII?  We were allies in WWII, and someone has worked very hard to keep US/Russia from collaborating.
The Brits want their empire status back."
147,1576042606303158275,"RT @AGHamilton29: The Russian population and the world allowed him to consolidate power, get away with one evil act after another, and wipe…"
148,1576042606563246080,Ini beneran ya? Sepiceles https://t.co/74BFloZwlO
149,1576042606609412096,RT @steven_pifer: And in several other documents.
150,1576042606957834240,RT @mUm35DvIO: Both #Abiy  &amp; #Isaias  have shown the world their true colors by bombing civilian in #Tigray defending Russia’s invasion of…
151,1576042607032967169,RT @Barbara4NC: Every MAGA person in America rooting for Putin needs to book a one way flight to Russia and never return.
152,1576042607351767040,#IStandWithUkraine https://t.co/wpRIaQwtee
153,1576042607607943168,RT @washingtonpost: Opinion by Alexei Navalny: This is what a post-Putin Russia should look like https://t.co/h8s7BLxxn3
154,1576042607494324225,based putin https://t.co/ekuRFWYs5n
155,1576042607817371649,RT @madrid_mike: Who sounds more scared and desperate- Trump or Putin?
156,1576042607985102848,"RT @ClimateAudit: @Peoples_Pundit people in US also ignore that Yanukovych, who was elected by such overwhelming margins in Donbas, was dep…"
157,1576042608089964544,RT @RonFilipkowski: I listened to Putin’s translated speech today. It really was stunning how closely it mirrored the daily messaging of MA…
158,1576042608467800064,RT @wallacemick: Why has the #EU shown no appetite for Diplomacy and Dialogue to try end this War? There are Reports that #NATO Powers have…
159,1576042608442232832,RT @JackPosobiec: Putin just said the West is pushing gender change experimentation on children and doing the work of Satanism
160,1576042608874651653,"RT @DerekJGrossman: Putin on the West: “They have plundered countries like India. (But) we didn’t let ourselves become a colony.”
https://t…"
161,1576042609012768769,"RT @mfa_russia: 💬 President #Putin: We are witnessing the gruelling process of the forming of a more just world order 🌐 

❌ The old unipola…"
162,1576042609029455872,RT @Gerashchenko_en: Ukraine is submitting an application to join NATO in an expedited manner - @ZelenskyyUa 🇺🇦 https://t.co/w8JCKwRJ2t
163,1576042609033740288,"RT @DidierMaisto: Mon Occident n’est pas le vôtre, parce que je ne pense ni ne souhaite ni même pourrais imaginer une seule seconde que le…"
164,1576042609318903809,"RT @WarfareReports: ⚡️⚡️T-90M tanks near Dubrovka in Belgorod Oblast, roughly ~7km from the Ukrainian border. Photo dated to yesterday. htt…"
165,1576042609394343936,RT @AP: The Kremlin and Russian state media are aggressively pushing a baseless conspiracy theory blaming the United States for damage to n…
166,1576042609511759873,RT @afshinrattansi: NEW: At the UN Security Council a resolution to condemn Russia over its referendums in Donetsk &amp; Lugansk to come under…
167,1576042609424072704,"@ganCheangal @Capri_1995_ @welt Hast du noch nie etwas von der ""Invisible Taskforce of Russia"" gehört?
🤷‍♂️🤣🤣🤣
Wer behauptet, es wäre die USA gewesen, ist ein Querdenker und ein Nazi🤣🤣
Cool."
168,1576042609763504128,RT @binbindesyokami: @tohruhannpa 自分達にとって都合の悪い情報は必要最低限しか国民に伝えてないでしょうね。それも全てNATOのせいにして…
169,1576042609708961793,"RT @alexismoncayo: Ignorantes, en la foto no constan solo legisladores ""correístas"", está Coco Abedrabbo socialcristianos y Daniel Noboa hi…"
170,1576042609843220480,"RT @mariaeuguerrat: ¡Aló, Zelensky! ¡Aló, Biden!"
171,1576042610069643264,"RT @amhfarraj: امريكا تعلنها👇: "" عضوية اوكرانيا في حلف الناتو سيتم النظر بها في وقت آخر فالتركيز حاليا هو على هزيمة اوكرانيا لروسيا وليس عل…"
172,1576042610073878528,The cast of a Fellini film. https://t.co/ra0ddpYM9a
173,1576042609495007232,@CPAC CCCPAC.  Russia's favorite. https://t.co/YSBhh8qOkI
174,1576042610497835008,RT @mhmck: The 92nd Mechanized Brigade of the Armed Forces of Ukraine liberated the village of Kurylivka from the Russian fascist invaders.…
175,1576042610699145216,RT @JackPosobiec: Putin just said the West is pushing gender change experimentation on children and doing the work of Satanism
176,1576042611034705920,"RT @TristanSnell: The ""Greater Russia"" radical hawks in Putin's orbit also want Russia to annex or conquer ALASKA, which Russia sold to Ame…"
177,1576042610753294336,RT @MaxBlumenthal: Wyatt joins hundreds of journalists and children on a kill list maintained with explicit support from the Ukrainian Mini…
178,1576042611239923714,"RT @I_Katchanovski: Text of my presentation of ""The Russia-Ukraine War and the Maidan in Ukraine"" study at Annual Meeting of American Polit…"
179,1576042611647090688,RT @ashoswai: The UN Security Council Draft Resolution condemning the Russian annexation of 4 regions of Ukraine could not be adopted due t…
180,1576042611567038464,@TristanSnell So would the 60 billion Joe Biden gave to Ukraine.
181,1576042611617325062,"RT @erinahandley: Punishing air strikes, massacres, 2,300 civilians dead: This isn't Ukraine, it's much closer to home. Academic Melissa Cr…"
182,1576042611655131136,@DougKlaaJohnson @GarethE94 @Ukraine He criminalized parties colluding with Russia....which they're at war with.
183,1576042611890040833,"RT @sputnik_brasil: ⚡️Putin sobre ideologia de gênero: ""Ficaram malucos? Rússia não seguirá o caminho da depravação"" https://t.co/TRpj2HqATy"
184,1576042613034995713,"RT @alaingo64910311: Pas mieux,si ce n'est que le problème concernait aussi 
F.Hollande,et A.Merkel,au pouvoir en....2014!"
185,1576042613278244864,RT @GiveEmHellHorns: President Putin makes it official that every inch of the new regions of Russia will be liberated and defended. https:/…
