,textID,tweet_text
0,1576025599071555585,"RT @nastasiaKlimash: When foreigners are calling for a dialogue with RU, I just laugh. We tried it all. If anything, our biggest mistake wa…"
1,1576025599243481088,"RT @GualAziz: #Tigray is Africa’s Ukraine!💔
When will the world's people say enough and stand up for humanity?? 

#AdiDaeroMassacre 

@euco…"
2,1576025599474159617,RT @JackPosobiec: Putin just said the West is pushing gender change experimentation on children and doing the work of Satanism
3,1576025599994318848,RT @Syricide: @CraigMurrayOrg @NinaByzantina Worth remembering Putin demanded autonomy not partition.  What alternative is there with a cor…
4,1576025600057569280,"RT @ChuckPfarrer: BREAKING: After Putin's unilateral declaration of the annexation of occupied Ukraine, President Volodymyr Zelensky has an…"
5,1576025600254308352,RT @Cernovich: Putin gave a speech where he accused the United States of colonizing the world and using its influence for evil. Is he decla…
6,1576025600472412162,RT @USABookClub: WATCH Joe Biden brag about holding back $1 billion until Ukraine fired the prosecutor investigating his son's company. The…
7,1576025600552116384,"RT @mamaye_m: What does the Intl community stand for? is it for humanity?
If so stop 🇪🇹 &amp; 🇪🇷gov't actions of #TigrayGenocide &amp; held them ac…"
8,1576025600971530240,🚨🔊⤵️ https://t.co/KeTuDvQCtv
9,1576025601294467073,"RT @ZaidZamanHamid: While Putin is all determined, focused &amp; fired up, this reptilian lives in his own world.....😁

NOW - ""Mr. President...…"
10,1576025601496223746,"RT @sidhant: Russian President Putin mentions ""plundering of India"" by west in his Ukraine Annexation speech. https://t.co/TBiXVkYOOR"
11,1576025601588461568,RT @nhk_news: ゼレンスキー大統領 NATOへ加盟申請する方針を表明 #nhk_news https://t.co/1Fx99sik5Q
12,1576025601583902720,RT @mhmck: The Armed Forces of Ukraine did not win the Battle of Lyman by assault. They did it by manoeuvre and by siege through fire contr…
13,1576025602599313408,"RT @DmytroKuleba: Following Putin’s annexation attempts, Ukraine has officially informed the International Court of Justice that this step…"
14,1576025602657636352,Marruecos 🤝 Algeria 🤝 kooora https://t.co/gfIOc0Gv6B
15,1576025602611908608,"@bill62678423 @mtaibbi Hmm… referendums overwhelmingly support Russia. Next day, pipeline destroyed. Meanwhile, the only world leader to threaten its destruction? It wasn’t Putin.

https://t.co/2Xji8cgZbI"
16,1576025603077472257,"RT @vanonnax4: @RepGosar Contrary to your racist character and views, Americans do not tolerate white supremacists, their hatred &amp; violence…"
17,1576025603358461952,"RT @KyivIndependent: “Right now, our view is that the best way for us to support Ukraine is through practical, on-the-ground support in Ukr…"
18,1576025603521712128,RT @TheRickWilson: I'm entirely unshocked that @CPAC has gone full Putin.
19,1576025603664678914,RT @DanRather: Can we talk about the Americans who see Putin as the ally and Biden as the enemy?
20,1576025603806941184,"RT @shepel2602: Украина хотела отвоевать свои территории до границ 1991 года. Теперь у Украины с Россией нет границ. Путин отменил.
Где ВСУ…"
21,1576025603806965765,RT @FiorellaIsabelM: The collective WEST is fuming that thousands exerted actual democracy &amp; thousands support the true sovereignty of thes…
22,1576025603987603456,"RT @PeterBorbe: Für die Frauen, die ihre Männer an die Front verlieren, macht es keinen Unterschied, ob ihre Männer einen Heldentod zur Ver…"
23,1576025603991826434,true we need a manlet president https://t.co/tG3TexqSVR
24,1576025604075683840,"RT @mondakjn: 푸틴
서구 엘리트들은 너무 멀리 갔다. 필요한 모든 수단을 동원해 세계 지배를 노리는 자들을 저지하는 것이 러시아의 역사적 전통이자 운명입니다."
25,1576025604297613312,@TheRickWilson CN we raise money for their one way plane tickets to Moscow? And I’m not talking Idaho.
26,1576025604381544448,"RT @tarnowska_magda: 🇺🇦 
Wojna... https://t.co/KH4CCHFKHE"
27,1576025604679290880,@laurenboebert Not even Comrade Putin would lie this badly.
28,1576025604876443648,"RT @eyes_of_kingleo: すべての日本人に知ってもらいたい。
そして、私達の身の回りに起こっている状況、メディアから流れて来る情報と是非照らし合わせて欲しい。
きっと気付きがあると思う。
そして気付いたのなら次に何をすべきか考えよう。
私達の国は私達で守らなけれ…"
29,1576025605119700992,RT @JonahDispatch: This is so disgusting.
30,1576025604348325890,"@GOPMan1234 @TulsiGabbard Not answering a MAGA-mush brain who follows these propagandists (first page only). Plus, the fact that you, Fox News, and Putin love her tells it all. Eff off...MAGA-mush brain. https://t.co/kgQ2pucjzO"
31,1576025605128478727,"@TheDemocrats Russia Collusion!
Passing secrets to Russia!
Oh.
It's an LGBTQP member of our military?
Where Are All The 'Russia!' Shouters?
How are all those military Trans sensitivity training sessions going?
Media...Democrats...LGBTQP activists.....even the crickets aren't chirping. https://t.co/LlKiJ2NUOE"
32,1576025606445469696,"RT @GuerrierEst: Russian President Putin:

- We're witnessing sheer satanism in West
- Do we want our children to be offered operations on…"
33,1576025606508072960,"RT @ANI: Russia vetoes UN Security Council resolution on annexations, China abstains, reports AFP News Agency"
34,1576025606524874752,RT @laradiodelsur: #Noticia || Putin firma los tratados de adhesión de las nuevas regiones y Repúblicas a Rusia ➡️ https://t.co/RRl38fh7tm…
35,1576025606667763712,RT @GaddyTam12ge: It’s a religious war Putin is sporting for right now?  Accusing America of being Satanic!  How’s that rational?  Aren’t t…
36,1576025606718128129,"RT @davetroy: 1/Putin’s speech today is loaded with MAGA talking points. It should be obvious now, even to the thickest American parochial…"
37,1576025606659067904,"@stillgray @realchrisrufo @KonstantinKisin Active, maybe not, irrelevant, very....what's in Putin's head came out that snake's mouth..."
38,1576025606835556352,I think we now know who the 'friendly activists' are that Putin referred to. https://t.co/CPtNjNJpMG
39,1576025607422373888,"Intercepted Audio: Russians describe killing civilians, trash Putin: NYT
https://t.co/nyV1kOTs4U"
40,1576025607573770240,"RT @mjluxmoore: Pro-Kremlin blogger Vladlen Tatarsky in the Kremlin Grand Hall adds his commentary after Putin's speech:

""We'll conquer ev…"
41,1576025607670202368,"RT @Ukraine: Six obvious truths:

1. Luhansk region is Ukraine
2. Donetsk region is Ukraine
3. Zaporizhzhia region is Ukraine
4. Kherson re…"
42,1576025608290607104,@Charlie59229207 https://t.co/wKj6CAUpbb
43,1576025608638779392,"RT @KonstantinKisin: I wish every single person in the West would listen to Putin's speech. Obviously, that won't happen so let me summaris…"
44,1576025607900909569,https://t.co/Xj1OgqQk3G https://t.co/waRTfBnf8x
45,1576025609360359424,"RT @RusskieUkraine: Grozny International Airport, more Chechen fighterZ whom Kadyrov calls 'volunteers' en route into Ukraine. Footage shar…"
46,1576025609188220929,"RT @DarrenJBeattie: ""baseless"" just like the Ray Epps conspiracy theory lol"
47,1576025608790081538,"@danksme It is very simple, If #RussiaIsANAziState stops fighting, there will be no war. If Ukraine stops fighting, there will be no more #Ukraine.  We need to keep sending more and more until #russiaisateroriststate is sent back to their own borders.   Lets end the genocide by ruzzia https://t.co/sSuD4HlQk8"
48,1576025609536315393,"RT @pascual_serrano: La anexión del Donbas a Rusia es ilegal, pero el Sáhara sí es de Marruecos,  Jerusalén es la capital de Israel, Kosovo…"
49,1576025609544687616,"RT @KyivIndependent: ⚡️ Death toll rises to 30 in Russia’s attack on Zaporizhzhia. 

National Police Chief Ihor Klymenko said an 11-year-ol…"
50,1576025609557639168,"@mehercle @NATO @jensstoltenberg That's historically true.

Yet, Northern Ireland from it's very inception has never been accepted to this day. 

USA🇺🇸 don't recognise it.
EU🇪🇺 don't recognise it.
Most Anti-British states don't. 

Yet, I can't accept Republics of Luhansk, Donetsk, Crimea., 🤷🏻‍♂️

That's rich!!!"
51,1576025609939001344,"RT @KyivIndependent: U.S. National Security Advisor Jake Sullivan said that the U.S. supports an ""open-door policy"" on joining the military…"
52,1576025609998061568,"RT @KyivPost: ⚡️ U.S President Joe Biden signed a law that envisions $12,3 billion in aid to #Ukraine."
53,1576025610161618944,"RT @MikeMcLean00: @CPAC 1) They are *Ukrainian* territories, not “Ukrainian-occupied territories.” 2) Supporting Ukraine’s self-defense is…"
54,1576025610064904194,"@bbcchinese The pathetic clown comedian looser, Zelenskyy, can keep bullshiting and dreaming. Remove Zelenskyy is the only way to save Ukraine."
55,1576025610920820736,@EvilRichard @paddyzbro @olgatokariuk There right not to want nato
56,1576025610962407424,"RT @KonstantinKisin: I wish every single person in the West would listen to Putin's speech. Obviously, that won't happen so let me summaris…"
57,1576025611231199232,RT @marynlm: We Must Reject Russia's Nuclear Blackmail - The Atlantic https://t.co/Q9Uzilm3Fx
58,1576025611314659329,"RT @typicaldonetsk: ⚡Колонна из не менее шести Т-90М возле Дубровки в Белгородской области, примерно в 7 км от границы с Украиной. Фото дат…"
59,1576025611587317760,"RT @KonstantinKisin: I wish every single person in the West would listen to Putin's speech. Obviously, that won't happen so let me summaris…"
60,1576025611838947333,"@JonahDispatch Yes, defending Ukraine’s borders while allowing an invasion of our own, is quite disgusting."
61,1576025611885195264,"RT @Matador08640286: Al grito de ¡Rusia, Rusia!, el presidente Vladimir Putin y los cuatro representantes de las regiones de Donetsk, Zapor…"
62,1576025612136763392,"RT @RhonddaBryant: Everything from Russia today shows Putin is engaged in exactly the same tactics as Germany under Hitler in the 1930s, an…"
63,1576025612351049728,"@borsaistanbul akp ve .... T.c hukümeti satis ve pazarlama opsiyonu nato da da bildirimli .
kirim kriterleri ve bileskeler ,
Türk tarih kurumlu opsiyonda kirim ayri bir islemleri vardir ,
O zamanin opsiyonunda rusya (moskova-kirim opsiyonunda islemleri basittirle izin vermediler)"
64,1576025612447162368,RT @itsJeffTiedrich: what kind of shithole American sides with Russia
65,1576025613101830144,"RT @DavidSacks: Zelensky pushing NATO entry, Putin annexing Donbas, and somebody blowing up Nord Stream all have one thing in common: they…"
66,1576025613378277376,RT @DanRather: Can we talk about the Americans who see Putin as the ally and Biden as the enemy?
67,1576025613655494656,RT @joncoopertweets: Donald Trump could sell nuclear secrets to Russia on 5th avenue and his followers would freak out about a black mermai…
68,1576025613546049536,"@SamRamani2 NATO Rules for Dummies 101 : a country cannot join NATO if they are in conflict with another country, or at war . Nice try Zelensky, keep pissing in the wind, no one cares"
69,1576025613848092672,RT @DanRather: Can we talk about the Americans who see Putin as the ally and Biden as the enemy?
70,1576025614040977408,RT @suricidal: 1/3 of pakistan is still underwater btw and we’re only getting a small fraction of this.. crazy
71,1576025614024597504,"RT @Tehesh112: ☝🏽#Insulin4all millions are suffering by lack of medicine,particularly those who need daily medical follow ups are waiting t…"
72,1576025614733099008,"RT @ZelenskaUA: #Zaporizhzhia. Russia hit humanitarian convoy. 25 died, 50 injured – people who simply wanted to help: take relatives away,…"
73,1576025614955384833,@DefenceU @mybandowen wtf u doin in ukraine?
74,1576025615421300736,"RT @disidente87: Putin: ""Occidente niega los estándares morales, la religión, la familia. ¿Realmente queremos que Rusia tenga ""padre número…"
75,1576025615656185856,"RT @AtsukoHigashino: 動員なのか積極的に集まったのかはともあれ、こうやって「住民投票と称する行為を経た強制併合」に国民が万歳三唱している映像が出てくるわけで、
「これはプーチンの戦争だから、ロシア国民とは分けて考えよ」という主張はウクライナや欧州諸国にとって…"
76,1576025615756537856,RT @EmmaRincon: La Unión Europea acaba de dar luz verde a más sanciones a Rusia por el decreto de anexión de territorios ucranianos firmado…
77,1576025616112963584,"RT @AndrKolesnikov: No one asked people during the collapse of the Soviet Union where they wanted to live, Putin said. They were asked: alm…"
78,1576025616297562113,"RT @TristanSnell: The ""Greater Russia"" radical hawks in Putin's orbit also want Russia to annex or conquer ALASKA, which Russia sold to Ame…"
79,1576025616268161024,"RT @Ballsagna925: When WWIII starts, everyone with a 🇺🇦 in their bio should be drafted"
80,1576025616402419714,@MayraFlores2022 Helping Ukraine win this war does put our interests first.
81,1576025616553582593,"Gå fuck dig selv, Putin!
(Danish)

#RussiaInvadedUkraine #UkraineUnderAttack #PutinWarCrimes #StandWithUkraine"
82,1576025616587292673,@Mitschiro @ChibiReviews Sure comrade! Just 3 more days and Ukraine is yours!
83,1576025614120677378,"@apmassaro3 Soviet totalitarianism, Nazi fascism &amp; South African apartheid - THE MULLAH's REGIM in #Iran- a totalitarian, fascist &amp; apartheid system all at once!  #Standup4HumanRights &amp; #CrimesAgainstHumanity in #Iran. #FreeIran #مهسا_امینی #Mahsa_Amini #IranRegimeChange #HolocaustByKhamenei https://t.co/LP5KwrSBFH"
84,1576025616662822913,"RT @mdfzeh: Sparta ploinks a ukie DRG with a DJI drop, 30 min ago. Donetsk https://t.co/4nSwLQ2Dj2"
85,1576025616763133952,"RT @WarMonitor3: Lyman:
Ukrainian forces have full fire control over the road leading out of the town and are now attempting to close the c…"
86,1576025617363243008,@CPAC Ronald Reagan would vomit reading this tweet.  Russia is still our enemy you dumb sons of bitches.
87,1576025617752956928,"Star Wars: Russia could carry out attacks in space, warns UK Admiral https://t.co/9eQjfjeruG"
88,1576025617900113920,"RT @mamaye_m: #Tigray needs urgent help 
#690Days of #TigrayGenocide 
 🇪🇹 and 🇪🇷 commuted crime against humanity on Tigray.
Now #TigrayUnde…"
89,1576025618118246400,RT @nycsouthpaw: Core Republican institutions are now openly advancing illegal Russian claims and seeking to detach the United States from…
90,1576025618319187969,"RT @Ukraine: Six obvious truths:

1. Luhansk region is Ukraine
2. Donetsk region is Ukraine
3. Zaporizhzhia region is Ukraine
4. Kherson re…"
91,1576025618356965377,RT @GLandsbergis: Ukraine's Baltic friends fully support welcoming Ukraine into NATO as soon as possible. Ukraine's inspirational bravery c…
92,1576025618508001280,"RT @EvaKBartlett: One of the people I spoke with today, a beautiful 18 year old Donetsk girl, preparing to celebrate today with her mom.…"
93,1576025618793336832,"RT @douchink: @DIVIZIO1 ""Il y a #Europe historique vraie &amp; 🇪🇺 pantagonisée
Les États de 🇪🇺 #Bruxelles  sont des provinces américaines vassa…"
94,1576025618969305088,"RT @kajakallas: Russia is escalating in the most serious way since 24 February.

It is annexation, a landgrab, theft - and will never be re…"
95,1576025619040587776,"RT @DefenceU: Until recently, russians have been enjoying the “Squid Game"" series on @netflix 
After russia’s full-scale invasion of Ukrain…"
96,1576025619254906880,"RT @Abeba1Abeba: ☝🏽#Insulin4all millions are suffering by lack of medicine,particularly those who need daily medical follow ups are waiting…"
97,1576025619624001536,"RT @kenterler: Türkiye, kendisine sürekli yaptırım ve çifte standart uygulayan NATO şantajlarına boyun eğmemeli, vesayeti reddetmelidir."
98,1576025619518791680,The GOP flies Russia's flag.  All you need to know. https://t.co/Xe2DSDdgSF
99,1576025619925594113,"RT @vhic_tore: Top 10 movies about KGB and Russian mafias :

10) Anna https://t.co/2NHBW919CL"
100,1576025620605440000,"RT @mhmck: Ukrainian defenders shot down another Ka-52 ""Alligator"" attack helicopter of the Russian fascist invaders.

Air Command ""South""…"
101,1576025620559327232,RT @newsmax: Newsmax National Correspondent Logan Ratick (@Logan_Ratick) reports on the United States' first trans Army officer indicted fo…
102,1576025620479242241,In what world does he think Ukrainians would simply stop fighting if we asked them to??? https://t.co/zMdZe3SD0U
103,1576025620760645632,La sensatez llega a Europa??? https://t.co/j5UoAUVgCR
104,1576025620953567244,"RT @GTV26543476: 普京宣布吞并他没有完全控制的乌克兰领土，这是二战以来最大的土地掠夺。威胁使用核武器的独裁者。
而旨在保障全球安全的世界上最重要的机构联合国安理会再次变得无能为力，其常任理事国之一完全没有按照其设立的目的行事。
https://t.co/gulO…"
105,1576025621398171650,"RT @paulmasonnews: Putin just appointed this guy the ruler of Ukraine's Kherson oblast, with a 16% Russian population (2001 census), where…"
106,1576025621406236674,"RT @Biz_Ukraine_Mag: Updated map of Ukraine following today's ""official annexation"" in Moscow: https://t.co/k1tOyhJAU6"
107,1576025621397766144,"RT @olliecarroll: In the last ten minutes, Professor Putin has taken us on a magical mystery tour through history, including blaming the Un…"
108,1576025621708255232,"RT @NGrossman81: If Ukraine is a World War because a major power is fighting someone backed by another major power, then Korea was WWIII, V…"
109,1576025621716643840,RT @soledadobrien: American conservatives as a mouthpiece for Putin. Interesting to watch.
110,1576025621989556225,RT @MeidasTouch: So strange how the lies and disinformation tactics used by Putin in his speeches line up exactly with what Republicans and…
111,1576025622131793921,RT @worldonalert: Ukrainian artillery shelling blows up Russian ammunition depot and howitzers in Kodema village in Donetsk Oblast today. h…
112,1576025622262190080,@bbrixon @TIME It is worrying. And winter is coming. Russia will just shut down the energy supply to Europe.
113,1576025622349983749,"RT @AmbDanFried: The USSR, whose demise Putin regrets and in whose many crimes he seems to revel, at the end of its life, under Gorbachev,…"
114,1576025621787836416,"@JennRooney1 @master_deli @ZenkusWatch @thehill Yup, she knows Kremlin propaganda when she sees it. Meanwhile an unserious member of Congress is calling Halper a ""journalist"". Also retweeted by the Kremlin's favorite stooge, Reade. https://t.co/uSJk5OCDZ7"
115,1576025623059140608,RT @DevonLeBlanc13: @redcrosscanada Change Nova Scotia name to Ukraine and the government will send millions
116,1576025623264251904,"RT @drgonzo123: “Russia is almost cartoonishly evil in Delta Green…”

Oh. Yeah? Wow. I wonder why."
117,1576025623453396992,これは、セルギー・コルチンスキー駐日特命全権大使の言葉です。ウクライナ🇺🇦の人々には、プーチンに言い返す権利が 100 倍あります。ウクライナの貴重な土地はバーゲン価格では買えません。黙っていたら日本の北方領土みたいになる。 https://t.co/dfU4xO3RXH
118,1576025623566249985,"@FrankDElia7 @pawley_robert @TXFrogMomma @1_SilentStorm Russia Russia Russia, and TDS are s hilarious mix🤣 I bet your awe Russians in your room while screaming at trump 🤣🤣🤣"
119,1576025624053186560,"RT @mhmck: Ukrainian defenders shot down another Ka-52 ""Alligator"" attack helicopter of the Russian fascist invaders.

Air Command ""South""…"
120,1576025624430653442,RT @LynnoVen: @Kasparov63 The ONLY reason Putin would try to make Trump look good. https://t.co/I3eMNhb5aq
121,1576025624178610178,RT @KyivIndependent: ⚡️BREAKING: Ukraine officially applies for NATO membership.
122,1576025624627802113,RT @joncoopertweets: Donald Trump could sell nuclear secrets to Russia on 5th avenue and his followers would freak out about a black mermai…
123,1576025624602288128,@marcalpalazzolo Lo mismo dijo Zelensky hace unos años y mira como esta ahora!!!
124,1576025625365975040,"RT @KyivIndependent: ⚡️ CNN: Biden calls Nord Stream pipeline leaks ‘deliberate act of sabotage.’

U.S. President Joe Biden accused Russian…"
125,1576025624845570048,@SecBlinken @NATO Halo https://t.co/BhY6jZgrou
126,1576025625458245632,"RT @michaelrulli: We should be sending our tax dollars to help the victims of Hurricane Ian in Florida, not Ukraine. 

Enough foreign aid.…"
127,1576025625433112576,RT @cucusahernandez: Ante la actitud dictatorial e imperialista de Putin expresando anexará a Rusia los lugares bombardeados criminalmente…
128,1576025625403412480,"RT @EuromaidanPress: Russia destroying Ukrainian educational, medical, cultural infrastructure and religious buildings

Infographic: https:…"
129,1576025625399156736,RT @Tendar: Visual confirmation that Stavky (North of Lyman) has been liberated. #Lyman #Ukraine https://t.co/dilzw39ucO
130,1576025625772535808,"RT @disclosetv: JUST IN - Russia vetoed and China, India, and Brazil abstained from voting on the UN Security Council resolution condemning…"
